,0
0,0.5262327818078083
1,0.5262327818078083
2,0.5262327818078083
3,0.5262327818078083
4,0.5262327818078083
5,0.5262327818078083
6,0.5925925925925926
7,0.4642857142857145
8,0.8571428571428571
9,0.5262327818078083
10,0.9508196721311476
11,0.8450704225352111
12,0.48989898989899006
13,0.28767123287671226
14,0.5262327818078083
15,0.5262327818078083
16,0.626712328767123
17,0.5492584745762712
18,0.5262327818078083
19,0.7333333333333333
20,0.5135135135135137
21,0.5262327818078083
22,0.5664335664335665
23,0.5262327818078083
24,0.6086956521739134
25,0.4875346260387816
26,0.2853166035494167
27,0.5262327818078083
28,0.8571428571428571
29,0.69811320754717
30,0.5
31,0.9565217391304348
32,0.2142857142857144
33,0.5262327818078083
34,0.5262327818078083
35,0.7248322147651008
36,0.5262327818078083
37,0.5262327818078083
38,0.7222222222222222
39,0.5691358024691356
40,0.5099050763516304
41,0.8703703703703702
42,0.5262327818078083
43,0.5262327818078083
44,0.33333333333333337
45,0.5000000000000004
46,0.39197680038666016
47,0.5172413793103444
48,0.5262327818078083
49,0.7150301700493692
50,0.5262327818078083
51,0.8571428571428571
52,0.5999999999999999
53,0.85
54,0.5262327818078083
55,0.5262327818078083
56,0.6666666666666666
57,0.7499999999999999
58,0.5262327818078083
59,0.5624999999999997
60,0.5262327818078083
61,0.6241768579492005
62,0.4782608695652175
63,0.5262327818078083
64,0.5262327818078083
65,0.06666666666666665
66,0.6666666666666666
67,0.9856681423753405
68,0.5297297297297298
69,0.5297297297297298
70,0.875
71,0.5595238095238094
72,0.6461038961038961
73,0.5262327818078083
74,0.606392694063927
75,0.9782608695652175
76,0.09090909090909094
77,0.7499999999999999
78,0.5262327818078083
79,0.4406504065040652
80,0.5
81,0.5262327818078083
82,0.3211009174311926
83,0.8
84,0.09090909090909094
85,0.5262327818078083
86,0.806451612903226
87,0.7307692307692306
88,0.5041975308641975
89,0.4327731092436976
90,0.5262327818078083
91,0.5262327818078083
92,0.2500000000000001
93,0.825
94,0.5262327818078083
95,0.5262327818078083
96,0.6666666666666671
97,0.5262327818078083
98,0.7368421052631581
99,0.5262327818078083
100,0.33333333333333337
101,0.5757575757575761
102,0.7547169811320755
103,0.7041861396256163
104,0.3693910911319984
105,0.9791666666666667
106,0.24242424242424243
107,0.10000000000000009
108,0.5262327818078083
109,0.46384039900249374
110,0.5
111,0.42307692307692335
112,0.5262327818078083
113,0.8837209302325582
114,0.5262327818078083
115,0.5262327818078083
116,0.2941176470588235
117,0.9116162977513651
118,0.6349206349206349
119,0.5262327818078083
120,0.5
121,0.5262327818078083
122,0.5262327818078083
123,0.5262327818078083
124,0.9285714285714286
125,0.787781350482315
126,0.8695652173913044
127,0.7272727272727275
128,0.5262327818078083
129,0.9410214313266009
130,0.5
131,0.5262327818078083
132,0.5262327818078083
133,0.37531486146095705
134,0.34042553191489355
135,0.7499999999999999
136,0.8360655737704916
137,0.36738351254480295
138,0.7059514727817195
139,0.5262327818078083
140,0.5262327818078083
141,0.24242424242424243
142,0.8888888888888888
143,0.5262327818078083
144,0.49177877428998495
145,0.48
146,0.5
147,0.5
148,0.29999999999999993
149,0.27457627118644046
150,0.5
151,0.7380952380952379
152,0.3935742971887549
153,0.8399999999999999
154,0.5934230194319879
155,0.814814814814815
156,0.8131416155811044
157,0.5684568835098336
158,0.5
159,0.9602512788269962
160,0.5262327818078083
161,0.6153846153846152
162,0.41176470588235314
163,0.6095238095238094
164,0.487603305785124
165,0.5
166,0.0769230769230771
167,0.9108695652173914
168,0.5262327818078083
169,0.9629629629629629
170,0.9444444444444444
171,0.5262327818078083
172,0.7499999999999999
173,0.5262327818078083
174,0.5262327818078083
175,0.5
176,0.4137931034482759
177,0.5047599337748345
178,0.7005649717514125
179,0.5262327818078083
180,0.6774193548387097
181,0.5262327818078083
182,0.5262327818078083
183,0.5262327818078083
184,0.5262327818078083
185,0.5
186,0.6889632107023416
187,0.9871109928307586
188,0.6829268292682924
189,0.5999999999999999
190,0.5262327818078083
191,0.7777777777777779
192,0.5
193,0.9583333333333334
194,0.22041803153091488
195,0.5262327818078083
196,0.7499999999999999
197,0.9090909090909091
198,0.509011782152036
199,0.7499999999999999
200,0.6666666666666666
201,0.5
202,0.7333333333333333
203,0.6826568265682655
204,0.5471698113207545
205,0.38994800693240883
206,0.7499999999999999
207,0.4561403508771932
208,0.6666666666666666
209,0.4063324538258578
210,0.35891647855530473
211,0.5
212,0.5
213,0.42105263157894746
214,0.3437500000000001
215,0.5262327818078083
216,0.6363636363636364
217,0.5
218,0.5588235294117649
219,0.5262327818078083
220,0.4250614250614253
221,0.5262327818078083
222,0.5605095541401276
223,0.9757581042652426
224,0.39393939393939403
225,0.7402366332819819
226,0.5262327818078083
227,0.363517060367454
228,0.523409627708693
229,0.5262327818078083
230,0.5262327818078083
231,0.23076923076923084
232,0.9000000000000001
233,0.4545454545454549
234,0.5262327818078083
235,0.5262327818078083
236,0.40955631399317394
237,0.5262327818078083
238,0.5
239,0.7249999999999998
240,0.7926267281105991
241,0.5262327818078083
242,0.3901209677419354
243,0.7499999999999999
244,0.5262327818078083
245,0.2500000000000001
246,0.33333333333333337
247,0.5
248,0.8121546961325968
249,0.5262327818078083
250,0.5262327818078083
251,0.5746682977321914
252,0.9000000000000001
253,0.8
254,0.5
255,0.6328602767293197
256,0.7368421052631581
257,0.5262327818078083
258,0.16666666666666674
259,0.7499999999999999
260,0.32689832689832665
261,0.5
262,0.5262327818078083
263,0.6363636363636368
264,0.784313725490196
265,0.5262327818078083
266,0.5262327818078083
267,0.5
268,0.3305578684429642
269,0.5
270,0.5
271,0.5694444444444445
272,0.9230769230769229
273,0.46153846153846145
274,0.5
275,0.7499999999999999
276,0.8
277,0.7499999999999999
278,0.4109289617486338
279,0.7499999999999999
280,0.5512110016420362
281,0.6842105263157895
282,0.5262327818078083
283,0.5262327818078083
284,0.3684210526315791
285,0.4466180487875324
286,0.9230769230769229
287,0.5
288,0.5262327818078083
289,0.5262327818078083
290,0.7945205479452055
